generated,expanded,reopened,cost,g1,h1,g2,h2,g3,h3,w,is-W-opt
68694.0,24404.0,20229.0,734.0,0.0,540.0,2.0,540.0,2.0,540.0,1.5,true
25904.0,9171.0,6640.0,706.0,0.0,540.0,2.0,540.0,2.0,540.0,1.5,true
32647.0,11569.0,9381.0,698.0,0.0,540.0,2.0,540.0,2.0,540.0,1.5,true
31350.0,11544.0,6898.0,1020.0,0.0,442.0,2.0,442.0,2.0,442.0,1.5,true
62348.0,22084.0,15147.0,914.0,0.0,442.0,2.0,442.0,2.0,442.0,1.5,true
13025.0,4633.0,2267.0,894.0,0.0,442.0,2.0,442.0,2.0,442.0,1.5,true
22561.0,8006.0,5967.0,890.0,0.0,442.0,2.0,442.0,2.0,442.0,1.5,true
20270.0,7217.0,6944.0,886.0,0.0,442.0,2.0,442.0,2.0,442.0,1.5,true
38771.0,14158.0,11385.0,554.0,0.0,432.0,2.0,432.0,2.0,432.0,1.5,true
13112.0,4737.0,3878.0,490.0,0.0,432.0,2.0,432.0,2.0,432.0,1.5,true
15855.0,5628.0,5079.0,460.0,0.0,432.0,2.0,432.0,2.0,432.0,1.5,true
7117.0,2606.0,1406.0,442.0,0.0,432.0,2.0,432.0,2.0,432.0,1.5,true
289.0,113.0,76.0,438.0,0.0,432.0,2.0,432.0,2.0,432.0,1.5,true
2129.0,806.0,714.0,432.0,0.0,432.0,2.0,432.0,2.0,432.0,1.5,true
7812.0,2961.0,1610.0,492.0,0.0,396.0,2.0,396.0,2.0,396.0,1.5,true
15061.0,5433.0,2711.0,462.0,0.0,396.0,2.0,396.0,2.0,396.0,1.5,true
129052.0,46631.0,33403.0,1139.0,0.0,425.0,2.0,425.0,2.0,425.0,1.5,true
42248.0,15097.0,11196.0,1051.0,0.0,425.0,2.0,425.0,2.0,425.0,1.5,true
14713.0,5281.0,4404.0,1021.0,0.0,425.0,2.0,425.0,2.0,425.0,1.5,true
705.0,266.0,105.0,1015.0,0.0,425.0,2.0,425.0,2.0,425.0,1.5,true
3537.0,1314.0,1033.0,1003.0,0.0,425.0,2.0,425.0,2.0,425.0,1.5,true
2236.0,853.0,645.0,999.0,0.0,425.0,2.0,425.0,2.0,425.0,1.5,true
8115.0,3018.0,994.0,549.0,0.0,361.0,2.0,361.0,2.0,361.0,1.5,true
183.0,67.0,49.0,539.0,0.0,361.0,2.0,361.0,2.0,361.0,1.5,true
24018.0,8437.0,7010.0,461.0,0.0,361.0,2.0,361.0,2.0,361.0,1.5,true
141.0,51.0,38.0,453.0,0.0,361.0,2.0,361.0,2.0,361.0,1.5,true
