InstanceID,Found,Depth,Cost,Iterations,Generated,Expanded,Cpu Time,Wall Time,delta,epsilon,pacCondition,Domain
61,1,43,43.0,2,3155,84,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
62,1,41,41.0,4,28239,746,31,30,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
63,1,42,42.0,2,2914,78,15,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
64,1,46,46.0,2,2597,69,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
65,1,41,41.0,2,2587,70,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
66,1,46,46.0,2,2839,75,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
67,1,42,42.0,2,2803,74,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
68,1,41,41.0,2,2355,63,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
69,1,44,44.0,2,3022,81,0,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
70,1,45,45.0,2,2507,66,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
71,1,40,40.0,2,1718,46,0,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
72,1,41,41.0,2,3349,89,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
73,1,43,43.0,2,3169,84,0,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
74,1,41,41.0,2,3301,87,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
75,1,42,42.0,2,2722,72,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
76,1,41,41.0,1,2658,70,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
77,1,40,40.0,6,109647,2888,234,250,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
78,1,41,41.0,2,3112,83,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
79,1,41,41.0,2,3852,103,15,10,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
80,1,37,37.0,5,57866,1524,78,70,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
81,1,42,42.0,2,3361,89,0,0,0.5,0.1,org.cs4j.core.algorithms.pac.conditions.MLPacCondition,Pancakes,
